bigram,valid_start,valid_middle,valid_end,start_count,middle_count,end_count
aa,N,Y,Y,0,163,11
ab,N,Y,N,0,101,0
ac,N,Y,N,0,17,0
ad,N,Y,N,1,22,0
ae,N,N,N,0,0,0
af,N,Y,N,0,5,0
ag,N,Y,N,0,253,0
ah,N,Y,N,1,128,0
ai,N,Y,Y,0,17,13
ak,N,Y,N,1,48,0
al,Y,Y,N,3,18,0
am,Y,Y,Y,2,284,92
an,N,Y,Y,0,502,9
ao,N,N,N,0,1,0
ap,N,Y,N,0,31,0
ar,N,Y,N,0,205,0
as,N,Y,N,1,197,0
at,N,Y,N,1,114,0
au,N,Y,Y,0,131,126
aw,N,Y,N,0,2,0
ay,N,Y,N,0,9,0
aǝ,N,N,N,0,0,0
ba,Y,Y,Y,50,60,22
bb,N,N,N,0,0,0
bc,N,N,N,0,0,0
bd,N,N,N,0,0,0
be,Y,Y,Y,29,3,2
bf,N,N,N,0,0,0
bg,N,N,N,0,0,0
bh,N,N,N,0,0,0
bi,Y,Y,Y,42,64,30
bk,N,N,N,0,0,0
bl,N,N,N,0,0,0
bm,N,N,N,0,0,0
bn,N,N,N,0,0,0
bo,Y,Y,N,16,3,1
bp,N,N,N,0,0,0
br,N,N,N,0,0,0
bs,N,N,N,0,0,0
bt,N,N,N,0,0,0
bu,Y,Y,Y,41,62,51
bw,Y,Y,N,58,26,0
by,Y,Y,N,51,4,0
bǝ,Y,Y,Y,14,249,159
ca,Y,Y,N,93,47,0
cb,N,N,N,0,0,0
cc,N,N,N,0,0,0
cd,N,N,N,0,0,0
ce,Y,Y,Y,55,15,2
cf,N,N,N,0,0,0
cg,N,N,N,0,0,0
ch,N,N,N,0,0,0
ci,Y,Y,N,70,12,0
ck,N,N,N,0,0,0
cl,N,N,N,0,0,0
cm,N,N,N,0,0,0
cn,N,N,N,0,0,0
co,Y,N,N,18,1,1
cp,N,N,N,0,0,0
cr,N,N,N,0,0,0
cs,N,N,N,0,0,0
ct,N,N,N,0,0,0
cu,Y,Y,N,38,10,0
cw,Y,Y,N,22,8,0
cy,N,N,N,0,0,0
cǝ,N,N,N,0,0,0
da,Y,Y,Y,81,49,11
db,N,N,N,0,0,0
dc,N,N,N,0,0,0
dd,N,N,N,0,0,0
de,Y,Y,Y,29,10,8
df,N,N,N,0,0,0
dg,N,N,N,0,0,0
dh,N,N,N,0,0,0
di,Y,Y,Y,64,28,14
dk,N,N,N,0,0,0
dl,N,N,N,0,0,0
dm,N,N,N,0,0,0
dn,N,N,N,0,0,0
do,Y,Y,Y,38,6,2
dp,N,N,N,0,0,0
dr,N,N,N,0,0,0
ds,N,N,N,0,0,0
dt,N,N,N,0,0,0
du,Y,Y,Y,24,27,18
dw,Y,Y,N,47,28,0
dy,Y,Y,N,55,13,0
dǝ,Y,Y,Y,14,172,49
ea,N,Y,Y,0,5,2
eb,N,Y,N,0,41,0
ec,N,Y,N,0,6,0
