bigram,valid_start,valid_middle,valid_end,start_count,middle_count,end_count
aa,N,Y,Y,0,48,12
ab,Y,Y,N,6,134,0
ac,Y,Y,N,8,157,0
ad,Y,Y,N,17,340,0
ae,N,N,N,0,0,0
af,Y,Y,N,21,296,0
ag,Y,Y,N,19,522,0
ah,Y,Y,N,13,176,0
ai,N,Y,N,1,18,0
aj,Y,Y,N,11,225,0
ak,Y,Y,N,478,1073,0
al,Y,Y,N,50,1489,0
am,Y,Y,N,154,1844,0
an,Y,Y,N,52,2286,0
ao,N,N,N,0,0,0
ap,Y,Y,N,18,398,0
as,Y,Y,N,33,589,0
at,Y,Y,N,62,837,0
au,N,Y,Y,0,69,6
av,Y,Y,N,119,1317,0
aw,Y,Y,N,45,862,0
ay,Y,Y,N,78,1505,0
az,N,N,N,0,0,0
ba,Y,Y,Y,12,450,161
bb,N,N,N,0,0,0
bc,N,N,N,0,0,0
bd,N,N,N,0,0,0
be,Y,Y,N,5,192,0
bf,N,N,N,0,0,0
bg,N,N,N,0,0,0
bh,N,N,N,0,0,0
bi,N,Y,Y,0,439,82
bj,N,N,N,0,0,0
bk,N,N,N,0,0,0
bl,N,N,N,0,0,0
bm,N,N,N,0,0,0
bn,N,N,N,0,0,0
bo,N,Y,N,0,101,0
bp,N,N,N,0,0,0
bs,N,N,N,0,0,0
bt,N,N,N,0,0,0
bu,Y,Y,Y,2,442,58
bv,N,N,N,0,0,0
bw,N,Y,N,1,49,0
by,N,Y,N,0,2,0
bz,N,N,N,0,0,0
ca,N,N,N,0,0,0
cb,N,N,N,0,0,0
cc,N,N,N,0,0,0
cd,N,N,N,0,0,0
ce,N,N,N,0,0,0
cf,N,N,N,0,0,0
cg,N,N,N,0,0,0
ch,Y,Y,N,546,354,0
ci,N,N,N,0,0,0
cj,N,N,N,0,0,0
ck,N,N,N,0,0,0
cl,N,N,N,0,0,0
cm,N,N,N,0,0,0
cn,N,N,N,0,0,0
co,N,N,N,0,0,0
cp,N,N,N,0,0,0
cs,N,N,N,0,0,0
ct,N,N,N,0,0,0
cu,N,N,N,0,0,0
cv,N,N,N,0,0,0
cw,N,N,N,0,0,0
cy,N,N,N,0,0,0
cz,N,N,N,0,0,0
da,Y,Y,Y,1030,829,144
db,N,N,N,0,0,0
dc,N,N,N,0,0,0
dd,N,N,N,0,0,0
de,Y,Y,N,7,236,0
