bigram,valid_start,valid_middle,valid_end,start_count,middle_count,end_count
aa,Y,Y,Y,11,249,48
ab,N,Y,N,0,4,1
ac,N,N,N,0,1,0
ad,N,Y,N,1,2,1
ae,N,N,N,0,0,0
af,N,N,N,0,1,0
ag,Y,Y,N,4,67,0
ah,N,N,N,0,1,0
ai,N,Y,Y,0,6,6
aj,N,Y,N,0,6,0
ak,Y,Y,Y,3,97,61
al,Y,Y,Y,4,62,52
am,Y,Y,Y,3,76,54
an,Y,Y,Y,7,199,73
ao,N,N,N,0,0,0
ap,N,Y,Y,1,83,44
ar,Y,Y,Y,2,137,72
as,Y,Y,Y,3,49,23
at,Y,Y,Y,2,103,63
au,N,Y,Y,0,2,2
av,N,N,N,0,1,0
aw,N,Y,N,0,8,0
ay,N,Y,N,0,8,0
az,Y,N,N,2,1,0
aé,N,N,N,0,0,0
aí,N,N,N,0,0,0
aú,N,N,N,0,0,0
aɓ,N,N,N,1,0,0
aɗ,Y,Y,N,4,9,0
ba,Y,Y,Y,14,12,2
bb,N,N,N,0,0,0
bc,N,N,N,0,0,0
bd,N,N,N,0,0,0
be,Y,N,N,2,1,0
bf,N,N,N,0,0,0
bg,N,N,N,0,0,0
bh,N,N,N,0,0,0
bi,Y,Y,N,2,31,0
bj,N,N,N,0,0,0
bk,N,N,N,0,0,0
bl,N,N,N,0,0,0
bm,N,N,N,0,0,0
bn,N,N,N,0,0,0
bo,Y,Y,N,2,4,1
bp,N,N,N,0,0,0
br,N,N,N,0,0,0
bs,N,N,N,0,0,0
bt,N,N,N,0,0,0
bu,Y,Y,N,2,8,1
bv,N,N,N,0,0,0
bw,N,Y,N,1,2,0
by,N,N,N,0,0,0
bz,N,N,N,0,0,0
bé,N,N,N,0,0,0
bí,N,N,N,1,0,0
bú,N,N,N,0,0,0
bɓ,N,N,N,0,0,0
bɗ,N,N,N,0,0,0
ca,Y,Y,N,14,13,0
cb,N,N,N,0,0,0
cc,N,N,N,0,0,0
cd,N,N,N,0,0,0
ce,Y,N,N,4,1,0
cf,N,N,N,0,0,0
cg,N,N,N,0,0,0
ch,N,N,N,0,0,0
ci,Y,Y,Y,12,20,5
cj,N,N,N,0,0,0
ck,N,N,N,0,0,0
cl,N,N,N,0,0,0
cm,N,N,N,0,0,0
cn,N,N,N,0,0,0
co,N,N,N,0,1,0
cp,N,N,N,0,0,0
cr,N,N,N,0,0,0
cs,N,N,N,0,0,0
ct,N,N,N,0,0,0
cu,Y,N,N,2,1,0
cv,N,N,N,0,0,0
cw,N,N,N,0,0,0
cy,N,N,N,0,0,0
cz,N,N,N,0,0,0
cé,N,N,N,0,0,0
cí,Y,Y,N,11,15,0
cú,N,N,N,0,0,0
cɓ,N,N,N,0,0,0
cɗ,N,N,N,0,0,0
da,Y,Y,Y,8,15,3
db,N,N,N,0,0,0
dc,N,N,N,0,0,0
dd,N,N,N,0,0,0
de,N,Y,N,1,4,0
df,N,N,N,0,0,0
dg,N,N,N,0,0,0
dh,N,N,N,0,0,0
di,Y,Y,N,2,3,0
dj,N,N,N,0,0,0
dk,N,N,N,0,0,0
dl,N,N,N,0,0,0
dm,N,N,N,0,0,0
dn,N,N,N,0,0,0
do,Y,Y,N,2,3,0
dp,N,N,N,0,0,0
dr,N,N,N,0,0,0
ds,N,N,N,0,0,0
dt,N,N,N,0,0,0
du,Y,Y,N,5,11,1
dv,N,N,N,0,0,0
dw,N,N,N,1,1,0
dy,N,N,N,0,0,0
dz,N,N,N,0,0,0
dé,N,N,N,0,0,0
dí,N,N,N,0,0,0
dú,N,N,N,0,0,0
dɓ,N,N,N,0,0,0
dɗ,N,N,N,0,0,0
ea,N,N,N,0,0,0
eb,N,Y,N,0,2,0
ec,N,Y,N,0,2,0
ed,N,N,N,0,0,0
ee,N,Y,Y,1,290,107
ef,N,Y,N,0,2,0
